State,Year,District,Taluka,Pre-Monsoon Level (mbgl),Post-Monsoon Level (mbgl),Annual Recharge (MCM),Extractable Resource (MCM),Total Extraction (MCM),Extraction Stage (%),Groundwater Category,Area / Pocket,Subdivision
Maharashtra,2023,Bhandara,Tumsar,5.5,2.2,134.6,127.9,68.4,53.48%,Safe,,
Maharashtra,2023,Bhandara,Pauni,4.8,1.8,112.1,106.5,45.3,42.54%,Safe,,
Maharashtra,2023,Bhandara,Mohadi,5.8,2.4,96.5,91.7,52.1,56.82%,Safe,,
Maharashtra,2023,Bhandara,Sakoli,4.5,1.5,105.8,100.5,38.6,38.41%,Safe,,
Maharashtra,2023,Bhandara,Lakhani,5,2.1,88.2,83.8,41.2,49.16%,Safe,,
Maharashtra,2023,Bhandara,Lakhandur,4.2,1.4,122.3,116.2,44.8,38.55%,Safe,,
Maharashtra,2023,Buldhana,Buldhana,6.8,3.5,114.2,108.5,74.2,68.39%,Safe,,
Maharashtra,2023,Buldhana,Chikhali,7.5,4.2,145.6,138.3,114.5,82.79%,Semi-Critical,,
Maharashtra,2023,Buldhana,Deulgaon Raja,7,3.8,88.4,84,68.2,81.19%,Semi-Critical,,
Maharashtra,2023,Buldhana,Jalgaon Jamod,8.2,4.5,102.5,97.4,84.6,86.86%,Semi-Critical,,
Maharashtra,2023,Buldhana,Khamgaon,7.2,4,138.1,131.2,105.4,80.34%,Semi-Critical,,
Maharashtra,2023,Buldhana,Lonar,6.5,3.4,92.3,87.7,61.3,69.90%,Safe,,
Maharashtra,2023,Buldhana,Malkapur,6,3.2,82.7,78.6,52.1,66.28%,Safe,,
Maharashtra,2023,Buldhana,Mehkar,6.2,3,154.2,146.5,98.4,67.17%,Safe,,
Maharashtra,2023,Buldhana,Motala,6.9,3.6,96.4,91.6,64.8,70.74%,Safe,,
Maharashtra,2023,Buldhana,Nandura,7,3.7,89.5,85,62.4,73.41%,Semi-Critical,,
Maharashtra,2023,Buldhana,Sangrampur,8,4.4,78.9,75,66.2,88.27%,Semi-Critical,,
Maharashtra,2023,Buldhana,Shegaon,5.8,2.8,74.3,70.6,45.2,64.02%,Safe,,
Maharashtra,2023,Buldhana,Sindkhed Raja,7.4,4.1,112.8,107.2,89.5,83.49%,Semi-Critical,,
Maharashtra,2023,Chandrapur,Chandrapur,6.2,2.8,128.4,122,68.5,56.15%,Safe,,
Maharashtra,2023,Chandrapur,Ballarpur,6,2.5,45.6,43.3,22.4,51.73%,Safe,,
Maharashtra,2023,Chandrapur,Warora,6.8,3.2,142.3,135.2,92.6,68.49%,Safe,,
Maharashtra,2023,Chandrapur,Bhadravati,6.5,3,118.5,112.6,65.4,58.08%,Safe,,
Maharashtra,2023,Chandrapur,Chimur,5.2,2,165.2,156.9,72.1,45.95%,Safe,,
Maharashtra,2023,Chandrapur,Nagbhid,4.8,1.8,115.4,109.6,42.3,38.59%,Safe,,
Maharashtra,2023,Chandrapur,Bramhapuri,4.5,1.5,132.8,126.2,48.5,38.43%,Safe,,
Maharashtra,2023,Chandrapur,Sindewahi,5,2.1,98.6,93.7,38.2,40.77%,Safe,,
Maharashtra,2023,Chandrapur,Mul,5.1,1.9,102.4,97.3,41.6,42.75%,Safe,,
Maharashtra,2023,Chandrapur,Saoli,4.6,1.6,94.7,90,34.8,38.67%,Safe,,
Maharashtra,2023,Chandrapur,Gondpimpri,5.8,2.4,88.3,83.9,42.1,50.18%,Safe,,
Maharashtra,2023,Chandrapur,Rajura,7,3.5,112.1,106.5,68.4,64.23%,Safe,,
Maharashtra,2023,Chandrapur,Korpana,7.5,3.8,96.5,91.7,66.2,72.19%,Semi-Critical,,
Maharashtra,2023,Chandrapur,Pomburna,5.3,2.2,62.4,59.3,24.5,41.32%,Safe,,
Maharashtra,2023,Chandrapur,Jivati,7.8,4.2,58.9,56,26.8,47.86%,Safe,,
Maharashtra,2023,Chh. Sambhajinagar,Chh. Sambhajinagar,7.9,4.1,138.5,131.58,96.4,73.26%,Semi-Critical,,
Maharashtra,2023,Chh. Sambhajinagar,Kannad,8.4,4.5,132.4,125.78,102.5,81.49%,Semi-Critical,,
Maharashtra,2023,Chh. Sambhajinagar,Soygaon,6.5,3.2,68.2,64.79,36.4,56.18%,Safe,,
Maharashtra,2023,Chh. Sambhajinagar,Sillod,8.9,5.2,145.8,138.51,121.4,87.65%,Semi-Critical,,
Maharashtra,2023,Chh. Sambhajinagar,Phulambri,8.2,4.6,82.4,78.28,64.2,82.01%,Semi-Critical,,
Maharashtra,2023,Chh. Sambhajinagar,Khultabad,7.45,3.9,58.9,55.96,41.2,73.62%,Semi-Critical,,
Maharashtra,2023,Chh. Sambhajinagar,Vaijapur,10.2,6.1,122.4,116.28,128.5,110.51%,Over-Exploited,,
Maharashtra,2023,Chh. Sambhajinagar,Gangapur,9.5,5.6,128.6,122.17,115.4,94.46%,Critical,,
Maharashtra,2023,Chh. Sambhajinagar,Paithan,7.1,3.6,154.2,146.49,96.5,65.87%,Safe,,
Maharashtra,2023,Dharashiv,Dharashiv,8.2,4.6,134.5,127.78,108.4,84.83%,Semi-Critical,,
Maharashtra,2023,Dharashiv,Tuljapur,8.6,4.95,118.2,112.29,96.5,85.94%,Semi-Critical,,
Maharashtra,2023,Dharashiv,Umarga,7.8,4.1,110.4,104.88,88.4,84.29%,Semi-Critical,,
Maharashtra,2023,Dharashiv,Kalamb,8.1,4.3,125.1,118.85,94.6,79.60%,Semi-Critical,,
Maharashtra,2023,Dharashiv,Paranda,9.4,5.4,85.3,81.04,76.8,94.77%,Critical,,
Maharashtra,2023,Dharashiv,Bhum,7.1,3.6,76.5,72.68,52.1,71.68%,Semi-Critical,,
Maharashtra,2023,Dharashiv,Lohara,7.35,3.8,65.4,62.13,45.4,73.07%,Semi-Critical,,
Maharashtra,2023,Dharashiv,Washi,7.9,4.25,60.8,57.76,48.2,83.45%,Semi-Critical,,
Maharashtra,2023,Dhule,Dhule,7.2,3.8,148.6,141.2,108.4,76.77%,Semi-Critical,,
Maharashtra,2023,Dhule,Sakri,6.5,3.2,185.4,176.1,122.5,69.56%,Safe,,
Maharashtra,2023,Dhule,Shirpur,9.8,5.8,156.2,148.4,162.8,109.70%,Over-Exploited,,
Maharashtra,2023,Dhule,Shindkheda,8.5,4.8,124.5,118.3,105.6,89.26%,Semi-Critical,,
Maharashtra,2023,Gadchiroli,Gadchiroli,4.8,1.8,115.4,109.6,32.4,29.56%,Safe,,
Maharashtra,2023,Gadchiroli,Dhanora,4.2,1.5,148.6,141.2,22.1,15.65%,Safe,,
Maharashtra,2023,Gadchiroli,Chamorshi,4.5,1.6,185.2,175.9,58.4,33.20%,Safe,,
Maharashtra,2023,Gadchiroli,Mulchera,4,1.4,78.5,74.6,18.5,24.80%,Safe,,
Maharashtra,2023,Gadchiroli,Aheri,5,2,162.8,154.7,31.2,20.17%,Safe,,
Maharashtra,2023,Gadchiroli,Sironcha,4.8,1.9,128.4,122,28.6,23.44%,Safe,,
Maharashtra,2023,Gadchiroli,Etapalli,3.8,1.2,155.3,147.5,16.4,11.12%,Safe,,
Maharashtra,2023,Gadchiroli,Bhamragad,3.5,1,98.7,93.8,8.2,8.74%,Safe,,
Maharashtra,2023,Gadchiroli,Desaiganj,5.2,2.2,68.4,65,26.5,40.77%,Safe,,
Maharashtra,2023,Gadchiroli,Armori,4.9,2,94.6,89.9,31.4,34.93%,Safe,,
Maharashtra,2023,Gadchiroli,Kurkheda,4.4,1.7,108.2,102.8,21.6,21.01%,Safe,,
Maharashtra,2023,Gadchiroli,Korchi,4.1,1.4,82.5,78.4,11.2,14.29%,Safe,,
Maharashtra,2023,Gondia,Amgaon,5.1,2.05,92.4,87.8,41.2,46.92%,Safe,,
Maharashtra,2023,Gondia,Arjuni Morgaon,4.6,1.7,124.6,118.4,45.6,38.51%,Safe,,
Maharashtra,2023,Gondia,Deori,4.1,1.45,102.5,97.4,24.8,25.46%,Safe,,
Maharashtra,2023,Gondia,Gondia,5.35,2.2,148.2,140.8,72.5,51.49%,Safe,,
Maharashtra,2023,Gondia,Goregaon,4.85,1.95,88.6,84.2,36.4,43.23%,Safe,,
Maharashtra,2023,Gondia,Sadak Arjuni,4.5,1.65,96.3,91.5,32.1,35.08%,Safe,,
Maharashtra,2023,Gondia,Salekasa,3.95,1.3,78.4,74.5,18.2,24.43%,Safe,,
Maharashtra,2023,Gondia,Tirora,5.2,2.1,115.8,110,58.4,53.09%,Safe,,
Maharashtra,2023,Hingoli,Hingoli,6.8,3.5,114.5,108.8,82.4,75.74%,Semi-Critical,,
Maharashtra,2023,Hingoli,Basmath,7.5,4,138.2,131.3,106.5,81.11%,Semi-Critical,,
Maharashtra,2023,Hingoli,Kalamnuri,5.8,2.8,105.4,100.1,62.1,62.04%,Safe,,
Maharashtra,2023,Hingoli,Sengaon,6.2,3,98.6,93.7,64.2,68.52%,Safe,,
Maharashtra,2023,Hingoli,Aundha Nagnath,6,2.9,89.3,84.8,54.8,64.62%,Safe,,
Maharashtra,2023,Jalgaon,Amalner,7.5,3.8,118.5,112.6,88.4,78.51%,Semi-Critical,,
Maharashtra,2023,Jalgaon,Bhadgaon,6.8,3.4,84.6,80.4,54.2,67.41%,Safe,,
Maharashtra,2023,Jalgaon,Bhusawal,6,3,62.4,59.3,41.5,69.98%,Safe ,,
Maharashtra,2023,Jalgaon,Bodwad,6.5,3.2,74.2,70.5,48.6,68.94%,Safe,,
Maharashtra,2023,Jalgaon,Chalisgaon,8.5,4.8,158.4,150.5,134.8,89.57%,Semi-Critical,,
Maharashtra,2023,Jalgaon,Chopda,7.8,4.2,142.6,135.5,122.4,90.33%,Critical,,
Maharashtra,2023,Jalgaon,Dharangaon,7,3.6,88.2,83.8,66.1,78.88%,Semi-Critical,,
Maharashtra,2023,Jalgaon,Erandol,6.9,3.5,92.5,87.9,68.2,77.59%,Semi-Critical,,
Maharashtra,2023,Jalgaon,Jalgaon,7.2,3.7,134.8,128.1,98.6,76.97%,Semi-Critical,,
Maharashtra,2023,Jalgaon,Jamner,8,4.5,162.1,154,132.5,86.04%,Semi-Critical,,
Maharashtra,2023,Jalgaon,Muktainagar,6.2,3.1,81.3,77.2,51.4,66.58%,Safe,,
Maharashtra,2023,Jalgaon,Pachora,7.1,3.5,110.4,104.9,78.2,74.55%,Semi-Critical ,,
Maharashtra,2023,Jalgaon,Parola,7.6,4,98.7,93.8,76.4,81.45%,Semi-Critical,
Maharashtra,2023,Jalgaon,Raver,12.5,7.2,168.5,160.1,184.2,115.05%,Over-Exploited,,
Maharashtra,2023,Jalgaon,Yawal,11.2,6.5,145.2,137.9,152.6,110.66%,Over-Exploited,,
Maharashtra,2023,Jalna,Jalna,7.9,4.2,134.5,127.8,102.4,80.13%,Semi-Critical,,
Maharashtra,2023,Jalna,Badnapur,7.6,3.9,96.4,91.6,74.5,81.33%,Semi-Critical,,
Maharashtra,2023,Jalna,Ambad,8.3,4.8,142.8,135.7,121.2,89.31%,Semi-Critical,,
Maharashtra,2023,Jalna,Ghansawangi,6.7,3.4,128.6,122.2,82.4,67.43%,Safe,,
Maharashtra,2023,Jalna,Bhokardan,8.6,5.3,152.1,144.5,136.8,94.67%,Critical,,
Maharashtra,2023,Jalna,Jafrabad,8,4.6,89.2,84.7,72.1,85.12%,Semi-Critical,,
Maharashtra,2023,Jalna,Partur,6.45,3.1,105.4,100.1,66.8,66.73%,Safe,,
Maharashtra,2023,Jalna,Mantha,7.15,3.7,98.7,93.8,74.2,79.10%,Semi-Critical,,
Maharashtra,2023,Kolhapur,Karveer,5.4,2.1,148.5,141.1,92.4,65.49%,Safe,,
Maharashtra,2023,Kolhapur,Ajra,3.45,1.15,92.4,87.8,22.5,25.63%,Safe,,
Maharashtra,2023,Kolhapur,Bhudargad,3.9,1.4,112.6,107,34.2,31.96%,Safe,,
Maharashtra,2023,Kolhapur,Chandgad,3.1,0.95,135.8,129,28.4,22.02%,Safe,,
Maharashtra,2023,Kolhapur,Gaganbawada,2.7,0.5,64.2,61,8.5,13.93%,Safe,,
Maharashtra,2023,Kolhapur,Gadhinglaj,5.1,1.9,118.4,112.5,68.2,60.62%,Safe,,
Maharashtra,2023,Kolhapur,Hatkanangale,7.1,3.65,122.5,116.4,98.5,84.62%,Semi-Critical,,
Maharashtra,2023,Kolhapur,Kagal,5.65,2.3,105.3,100,64.1,64.10%,Safe,,
Maharashtra,2023,Kolhapur,Panhala,4.6,1.65,98.7,93.8,45.2,48.19%,Safe,,
Maharashtra,2023,Kolhapur,Radhanagari,3.6,1.1,128.6,122.2,26.8,21.93%,Safe,,
Maharashtra,2023,Kolhapur,Shahuwadi,4.1,1.3,110.4,104.9,24.1,22.97%,Safe,,
Maharashtra,2023,Kolhapur,Shirol,6.7,3.4,115.2,109.4,96.2,87.93%,Semi-Critical,,
Maharashtra,2023,Latur,Latur,8.2,4.6,118.4,112.5,98.6,87.64%,Semi-Critical,,
Maharashtra,2023,Latur,Ahmadpur,7.45,3.9,102.5,97.4,81.2,83.37%,Semi-Critical,,
Maharashtra,2023,Latur,Ausa,7.9,4.25,134.6,127.9,112.4,87.88%,Semi-Critical,,
Maharashtra,2023,Latur,Udgir,7.6,4.1,128.5,122.1,104.5,85.59%,Semi-Critical,,
Maharashtra,2023,Latur,Chakur,6.85,3.5,88.2,83.8,66.4,79.24%,Semi-Critical,,
Maharashtra,2023,Latur,Jalkot,6.2,3.1,62.4,59.3,41.2,69.48%,Safe,,
Maharashtra,2023,Latur,Nilanga,8.5,4.95,145.8,138.5,132.6,95.74%,Critical,,
Maharashtra,2023,Latur,Deoni,6.7,3.4,68.5,65.1,51.4,78.96%,Semi-Critical,,
Maharashtra,2023,Latur,Shirur Anantpal,6.55,3.25,58.7,55.8,42.1,75.45%,Semi-Critical,,
Maharashtra,2023,Latur,Renapur,7.1,3.75,82.4,78.3,64.8,82.76%,Semi-Critical,,
Maharashtra,2023,Mumbai City,Mumbai Colaba,3.4,1.45,4.2,3.99,0.9,22.55%,Safe (Saline Risk),,
Maharashtra,2023,Mumbai City,Mumbai Fort,3.1,1.1,3.1,2.94,0.75,25.51%,Safe (Saline Risk),,
Maharashtra,2023,Mumbai City,Mumbai Malabar Hill,4.4,1.7,4.8,4.56,1.05,23.02%,Safe,,
Maharashtra,2023,Mumbai City,Mumbai Byculla,2.95,0.95,6.5,6.17,1.95,31.60%,Safe,,
Maharashtra,2023,Mumbai City,Mumbai Dadar,2.7,0.75,7.4,7.03,2.45,34.85%,Safe,,
Maharashtra,2023,Mumbai City,Dharavi,3.15,1.15,5.8,5.51,2.15,39.02%,Safe,,
Maharashtra,2023,Mumbai Suburban,Andheri,4.3,1.6,19.5,18.52,8.2,44.28%,Safe,,
Maharashtra,2023,Mumbai Suburban,Borivali,4.1,1.3,23.4,22.23,8.6,38.69%,Safe,,
Maharashtra,2023,Mumbai Suburban,Kurla,4.65,1.95,25.8,24.51,11.8,48.14%,Safe,,
Maharashtra,2023,Nagpur,Nagpur City,5.8,2.5,32.4,30.78,14.2,46.13%,Safe,,
Maharashtra,2023,Nagpur,Nagpur Rural,6.2,2.95,88.5,84.08,58.4,69.46%,Safe,,
Maharashtra,2023,Nagpur,Kamptee,5.5,2.2,74.2,70.49,45.6,64.69%,Safe,,
Maharashtra,2023,Nagpur,Hingna,6.1,2.8,92.6,87.97,64.2,72.98%,Semi-Critical,,
Maharashtra,2023,Nagpur,Katol,10.2,6.1,142.8,135.66,154.5,113.89%,Over-Exploited,,
Maharashtra,2023,Nagpur,Narkhed,9.5,5.6,135.4,128.63,141.2,109.77%,Over-Exploited,,
Maharashtra,2023,Nagpur,Savner,6.8,3.1,118.6,112.67,89.4,79.35%,Semi-Critical,,
Maharashtra,2023,Nagpur,Kalmeshwar,8.4,4.6,105.3,100.04,92.8,92.76%,Critical,,
Maharashtra,2023,Nagpur,Ramtek,4.8,1.8,122.4,116.28,48.5,41.71%,Safe,,
Maharashtra,2023,Nagpur,Parseoni,4.6,1.65,96.5,91.68,36.2,39.48%,Safe,,
Maharashtra,2023,Nagpur,Mouda,5,1.95,114.2,108.49,52.4,48.30%,Safe,,
Maharashtra,2023,Nagpur,Umred,5.75,2.5,108.7,103.27,62.1,60.13%,Safe,,
Maharashtra,2023,Nagpur,Bhiwapur,5.3,2.2,78.9,74.96,38.4,51.23%,Safe,,
Maharashtra,2023,Nagpur,Kuhi,5.4,2.35,125.1,118.85,54.8,46.11%,Safe,,
Maharashtra,2023,Nanded,Ardhapur,7.1,3.65,82.4,78.28,66.4,84.82%,Semi-Critical,,
Maharashtra,2023,Nanded,Bhokar,6.4,3.1,94.6,89.87,62.1,69.10%,Safe,,
Maharashtra,2023,Nanded,Biloli,5.95,2.85,88.5,84.08,58.4,69.46%,Safe,,
Maharashtra,2023,Nanded,Degloor,6.7,3.4,105.3,100.04,78.2,78.17%,Semi-Critical,,
Maharashtra,2023,Nanded,Dharmabad,5.7,2.65,68.2,64.79,42.5,65.60%,Safe,,
Maharashtra,2023,Nanded,Hadgaon,7.45,3.9,158.4,150.48,132.6,88.12%,Semi-Critical,,
Maharashtra,2023,Nanded,Himayatnagar,6.1,2.95,74.2,70.49,48.6,68.95%,Safe,,
Maharashtra,2023,Nanded,Kandhar,7.6,4.1,118.6,112.67,96.4,85.56%,Semi-Critical,,
Maharashtra,2023,Nanded,Kinwat,4.4,1.45,165.2,156.94,32.4,20.64%,Safe,,
Maharashtra,2023,Nanded,Loha,7.45,4,134.8,128.06,104.5,81.60%,Semi-Critical,,
Maharashtra,2023,Nanded,Mahur,4.15,1.3,92.5,87.88,18.2,20.71%,Safe,,
Maharashtra,2023,Nanded,Mudkhed,6.8,3.5,62.1,59,49.8,84.41%,Semi-Critical,,
Maharashtra,2023,Nanded,Mukhed,7.25,3.8,122.4,116.28,92.1,79.21%,Semi-Critical,,
Maharashtra,2023,Nanded,Naigaon,6.9,3.6,98.7,93.77,74.5,79.45%,Semi-Critical,,
Maharashtra,2023,Nanded,Nanded,6.7,3.25,112.4,106.78,78.6,73.61%,Semi-Critical,,
Maharashtra,2023,Nanded,Umari,6.05,2.8,58.9,55.96,38.4,68.62%,Safe,,
Maharashtra,2023,Nandurbar,Akkalkuwa,4.6,1.9,92.5,87.88,21.4,24.35%,Safe,,
Maharashtra,2023,Nandurbar,Akrani,3.9,1.3,78.4,74.48,11.5,15.44%,Safe,,
Maharashtra,2023,Nandurbar,Nandurbar,7.1,3.8,128.6,122.17,92.4,75.63%,Semi-Critical,,
Maharashtra,2023,Nandurbar,Nawapur,5.9,2.6,115.4,109.63,64.2,58.56%,Safe,,
Maharashtra,2023,Nandurbar,Shahada,9.5,5.4,168.2,159.79,152.4,95.38%,Critical,,
Maharashtra,2023,Nandurbar,Taloda,6.6,3.3,84.5,80.28,54.6,68.01%,Safe,,
Maharashtra,2023,Nashik,Nashik,6.1,2.9,134.8,128.06,82.4,64.34%,Safe,,
Maharashtra,2023,Nashik,Igatpuri,3.3,0.85,112.5,106.88,22.1,20.68%,Safe,,
Maharashtra,2023,Nashik,Trimbakeshwar,3.45,0.95,98.4,93.48,18.5,19.79%,Safe,,
Maharashtra,2023,Nashik,Dindori,6.7,3.4,158.2,150.29,121.4,80.78%,Semi-Critical,,
Maharashtra,2023,Nashik,Peth,3.9,1.1,84.6,80.37,14.2,17.67%,Safe,,
Maharashtra,2023,Nashik,Kalwan,5.7,2.65,105.4,100.13,74.5,74.40%,Safe,,
Maharashtra,2023,Nashik,Surgana,3.7,1.05,92.3,87.69,11.8,13.46%,Safe,,
Maharashtra,2023,Nashik,Chandwad,8.4,4.6,96.5,91.68,84.6,92.28%,Critical,,
Maharashtra,2023,Nashik,Deola,7.9,4.3,82.4,78.28,68.3,87.25%,Semi-Critical,,
Maharashtra,2023,Nashik,Baglan,7.4,4.1,148.6,141.17,118.4,83.87%,Semi-Critical,,
Maharashtra,2023,Nashik,Malegaon,7.65,4.25,185.3,176.04,138.2,78.50%,Semi-Critical,,
Maharashtra,2023,Nashik,Nandgaon,8.1,4.7,78.5,74.58,58.4,78.30%,Semi-Critical,,
Maharashtra,2023,Nashik,Yeola,8.9,5.1,102.4,97.28,91.5,94.06%,Critical,,
Maharashtra,2023,Nashik,Niphad,10.2,6.1,168.5,160.08,178.4,111.44%,Over-Exploited,,
Maharashtra,2023,Nashik,Sinnar,9.5,5.6,122.6,116.47,124.8,107.15%,Over-Exploited,,
Maharashtra,2023,Palghar,Palghar,5.4,1.9,122.4,116.28,48.2,41.45%,Safe (Saline Risk),,
Maharashtra,2023,Palghar,Vasai,5.85,2.2,96.5,91.68,54.1,59.01%,Safe,,
Maharashtra,2023,Palghar,Dahanu,4.9,1.65,114.2,108.49,36.5,33.64%,Safe (Saline Risk),,
Maharashtra,2023,Palghar,Talasari,4.6,1.4,68.4,64.98,18.2,28.01%,Safe,,
Maharashtra,2023,Palghar,Wada,4.4,1.3,125.1,118.85,32.4,27.26%,Safe,,
Maharashtra,2023,Palghar,Vikramgad,4.15,1.15,88.5,84.08,21.6,25.69%,Safe,,
Maharashtra,2023,Palghar,Jawhar,3.8,0.9,78.9,74.96,12.4,16.54%,Safe,,
Maharashtra,2023,Palghar,Mokhada,3.9,1,62.4,59.28,11.2,18.90%,Safe,,
Maharashtra,2023,Parbhani,Parbhani,6.8,3.5,148.55,141.12,101.4,71.85%,Semi-Critical,,Parbhani
Maharashtra,2023,Parbhani,Selu,7.35,3.8,118.42,112.5,92.5,82.22%,Semi-Critical,,Selu
Maharashtra,2023,Parbhani,Jintur,8.1,4.5,152.1,144.5,118.4,81.94%,Semi-Critical,,Selu
Maharashtra,2023,Parbhani,Gangakhed,6.1,2.9,102.5,97.38,68.2,70.04%,Safe,,Gangakhed
Maharashtra,2023,Parbhani,Purna,5.75,2.6,92.6,87.97,56.4,64.11%,Safe,,Gangakhed
Maharashtra,2023,Parbhani,Palam,5.9,2.8,78.9,74.96,48.5,64.70%,Safe,,Gangakhed
Maharashtra,2023,Parbhani,Pathri,6.4,3.1,85.3,81.04,54.1,66.76%,Safe,,Pathri
Maharashtra,2023,Parbhani,Manwath,6.65,3.3,82.4,78.28,58.2,74.35%,Semi-Critical,,Pathri
Maharashtra,2023,Parbhani,Sonpeth,6,2.5,65.4,62.13,38.6,62.13%,Safe,,Pathri
Maharashtra,2023,Pune,Pune City / Haveli,6.4,2.5,162.5,154.38,112.4,72.81%,Semi-Critical,,
Maharashtra,2023,Pune,Pimpri-Chinchwad,5.9,2.1,85.2,80.94,54.5,67.33%,Safe,,
Maharashtra,2023,Pune,Maval,3.65,0.9,138.4,131.48,31.25,23.77%,Safe,,
Maharashtra,2023,Pune,Mulshi,3.3,0.75,114.2,108.49,22.4,20.65%,Safe,,
Maharashtra,2023,Pune,Velhe,2.9,0.55,81.3,77.24,10.8,13.98%,Safe,,
Maharashtra,2023,Pune,Bhor,4.3,1.3,102.5,97.38,36.4,37.38%,Safe,,
Maharashtra,2023,Pune,Purandar,7.6,3.9,110.4,104.88,85.2,81.24%,Semi-Critical,,
Maharashtra,2023,Pune,Baramati,9.2,5.25,148.6,141.17,152.4,107.95%,Over-Exploited,,
Maharashtra,2023,Pune,Daund,8.1,4.3,125.1,118.85,102.5,86.24%,Semi-Critical,,
Maharashtra,2023,Pune,Indapur,8.85,4.95,162.1,154,164.2,106.62%,Over-Exploited,,
Maharashtra,2023,Pune,Shirur,8.5,4.6,142.8,135.66,126.8,93.47%,Critical,,
Maharashtra,2023,Pune,Khed,6.9,3.2,178.4,169.48,124.5,73.46%,Semi-Critical,,
Maharashtra,2023,Pune,Junnar,6.55,3,192.6,182.97,131.2,71.71%,Semi-Critical,,
Maharashtra,2023,Raigad,Alibag,4.4,1.3,96.5,91.68,32.4,35.34%,Safe (Saline Risk),,
Maharashtra,2023,Raigad,Karjat,5.45,1.95,118.2,112.29,42.15,37.54%,Safe,,
Maharashtra,2023,Raigad,Khalapur,5.3,2.1,90.65,86.12,48.6,56.43%,Safe,,
Maharashtra,2023,Raigad,Mahad,3.9,1.1,145.8,138.51,26.8,19.35%,Safe,,
Maharashtra,2023,Raigad,Mangaon,4.6,1.6,128.4,121.98,36.15,29.64%,Safe,,
Maharashtra,2023,Raigad,Mhasala,4.1,1.35,65.4,62.13,14.5,23.34%,Safe,,
Maharashtra,2023,Raigad,Murud,4.25,1.4,60.8,57.76,17.8,30.82%,Safe (Saline Risk),,
Maharashtra,2023,Raigad,Panvel,5.9,2.4,162.4,154.28,92.4,59.89%,Safe,,
Maharashtra,2023,Raigad,Pen,4.8,1.7,105.3,100.04,34.8,34.79%,Safe,,
Maharashtra,2023,Raigad,Poladpur,3.6,0.9,76.5,72.68,11.2,15.41%,Safe,,
Maharashtra,2023,Raigad,Roha,4.7,1.65,102.5,97.38,29.5,30.30%,Safe,,
Maharashtra,2023,Raigad,Shrivardhan,4.35,1.5,70.12,66.61,20.4,30.63%,Safe (Saline Risk),,
Maharashtra,2023,Raigad,Sudhagad,4.2,1.3,85.2,80.94,22.1,27.30%,Safe,,
Maharashtra,2023,Raigad,Tala,4.15,1.2,56.4,53.58,11.5,21.46%,Safe,,
Maharashtra,2023,Raigad,Uran,5.1,1.85,48.2,45.79,24.2,52.85%,Safe (Saline Risk),,
Maharashtra,2023,Ratnagiri,Dapoli,4.8,1.6,110.45,104.93,31.1,29.64%,Safe (Saline Risk),,
Maharashtra,2023,Ratnagiri,Mandangad,4.1,1.1,66.2,62.89,13.8,21.94%,Safe,,
Maharashtra,2023,Ratnagiri,Khed,5.15,1.7,131.4,124.83,36.5,29.24%,Safe,,
Maharashtra,2023,Ratnagiri,Chiplun,4.95,1.5,154.6,146.87,48.2,32.82%,Safe,,
Maharashtra,2023,Ratnagiri,Guhagar,4.3,1.35,85.2,80.94,22.4,27.67%,Safe (Saline Risk),,
Maharashtra,2023,Ratnagiri,Ratnagiri,5.4,1.9,142.8,135.66,55.1,40.62%,Safe (Saline Risk),,
Maharashtra,2023,Ratnagiri,Sangameshwar,4.6,1.4,158.5,150.58,32.15,21.35%,Safe,,
Maharashtra,2023,Ratnagiri,Lanja,4.5,1.3,90.65,86.12,20.4,23.69%,Safe,,
Maharashtra,2023,Ratnagiri,Rajapur,4.85,1.65,115.3,109.54,26.8,24.47%,Safe (Saline Risk),,
Maharashtra,2023,Sangli,Miraj,6.55,3.2,162.4,154.28,120.5,78.10%,Semi-Critical,,
Maharashtra,2023,Sangli,Walwa,5.9,2.8,158.5,150.58,114.2,75.84%,Semi-Critical,,
Maharashtra,2023,Sangli,Tasgaon,8.2,4.6,110.2,104.69,98.4,94.00%,Critical,,
Maharashtra,2023,Sangli,Shirala,3.5,0.85,115.6,109.82,22.4,20.40%,Safe,,
Maharashtra,2023,Sangli,Palus,5.4,2.1,74.2,70.49,48.5,68.80%,Safe,,
Maharashtra,2023,Sangli,Kadegaon,6.2,2.9,88.5,84.08,62.1,73.86%,Semi-Critical,,
Maharashtra,2023,Sangli,Khanapur,7.45,3.9,94.6,89.87,74.2,82.56%,Semi-Critical,,
Maharashtra,2023,Sangli,Atpadi,8.8,5.1,65.4,62.13,66.8,107.52%,Over-Exploited,,
Maharashtra,2023,Sangli,Kavathe Mahankal,8.5,4.8,81.3,77.24,72.5,93.86%,Critical,,
Maharashtra,2023,Sangli,Jat,9.5,5.5,142.8,135.66,148.5,109.46%,Over-Exploited,,
Maharashtra,2023,Satara,Satara,6.4,2.6,142.5,135.38,84.5,62.42%,Safe,,
Maharashtra,2023,Satara,Karhad,6.8,3.1,172.4,163.78,124.6,76.08%,Semi-Critical,,
Maharashtra,2023,Satara,Wai,5.9,2.3,96.5,91.68,62.4,68.06%,Safe,,
Maharashtra,2023,Satara,Phaltan,8.9,4.9,145.8,138.51,128.2,92.56%,Critical,,
